Time (s),Target (RPM),Actual (RPM),PWM (%),Step_ID
15.436959505081177,30,29.142857142857142,39.26142857142857,4
15.487034320831299,30,30.857142857142858,37.98857142857142,4
15.537205219268799,30,29.142857142857142,39.60428571428571,4
15.587278842926025,30,29.142857142857142,39.33428571428571,4
15.637624502182007,30,30.857142857142858,38.061428571428564,4
15.68752932548523,30,29.142857142857142,39.677142857142854,4
15.737618684768677,30,30.857142857142858,38.061428571428564,4
15.78776502609253,30,29.142857142857142,39.677142857142854,4
15.837912797927856,30,30.857142857142858,38.061428571428564,4
15.888661861419678,30,29.142857142857142,39.677142857142854,4
15.938125371932983,30,29.142857142857142,39.40714285714286,4
15.988442182540894,30,30.857142857142858,38.13428571428571,4
16.038647174835205,0,30.857142857142858,14.854285714285709,5
16.088294982910156,0,18.857142857142858,27.651428571428568,5
16.138360023498535,0,15.428571428571429,26.339999999999993,5
16.18851327896118,0,17.142857142857142,22.997142857142855,5
16.23857855796814,0,17.142857142857142,21.882857142857134,5
16.28862428665161,0,15.428571428571429,21.77142857142856,5
16.33869695663452,0,13.714285714285714,21.462857142857132,5
16.388797521591187,0,13.714285714285714,19.954285714285707,5
16.43896770477295,0,12.0,20.134285714285706,5
16.488988161087036,0,13.714285714285714,17.425714285714278,5
16.539130449295044,0,10.285714285714286,19.29428571428571,5
16.589290380477905,0,12.0,16.388571428571424,5
16.639307498931885,0,10.285714285714286,17.05714285714285,5
16.68937921524048,0,10.285714285714286,15.839999999999996,5
16.739436864852905,0,8.571428571428571,16.311428571428564,5
16.78954267501831,0,8.571428571428571,15.239999999999995,5
16.83960223197937,0,8.571428571428571,14.511428571428567,5
16.889892101287842,0,6.857142857142857,15.128571428571423,5
16.93979525566101,0,8.571428571428571,12.857142857142849,5
16.990155935287476,0,6.857142857142857,13.817142857142848,5
17.040353775024414,0,5.142857142857143,14.237142857142846,5
17.090173482894897,0,6.857142857142857,12.11142857142856,5
17.140195608139038,0,6.857142857142857,11.87142857142856,5
17.190261602401733,0,5.142857142857143,12.634285714285701,5
17.240371227264404,0,5.142857142857143,11.8542857142857,5
17.290427923202515,0,5.142857142857143,11.41714285714284,5
17.34050464630127,0,3.4285714285714284,12.325714285714271,5
17.39065194129944,0,5.142857142857143,10.34571428571427,5
17.44074583053589,0,3.4285714285714284,11.597142857142842,5
17.490755319595337,0,3.4285714285714284,10.962857142857127,5
17.540878295898438,0,3.4285714285714284,10.671428571428555,5
17.59098505973816,0,3.4285714285714284,10.379999999999983,5
17.64108633995056,0,3.4285714285714284,10.088571428571411,5
17.691188097000122,0,3.4285714285714284,9.79714285714284,5
17.741215467453003,0,0.0,12.197142857142838,5
17.793721914291382,0,0.0,11.511428571428553,5
17.84544587135315,0,0.0,11.511428571428553,5
17.89278793334961,0,0.0,11.511428571428553,5
17.942702293395996,0,0.0,11.511428571428553,5
17.994201183319092,0,0.0,11.511428571428553,5
